id,kode,nama_bahan,sumber,air_gram,energi_kal,protein_gram,lemak_gram,karbohidrat_gram,serat_gram,abu_gram,kalsium_mg,fosfor_mg,zatbesi_mg,natrium_mg,kalium_mg,tembaga_mg,seng_mg,retinol_mcg,bkaroten_mcg,karotentotal_mcg,thiamin_mg,riboflavin_mg,niasin_mg,vitc_mg,bdd,jenis_pangan,satuan,gambar
1166,nilaigizi,Saus tomat,nilaigizi,0,17,0.18,0.02,4.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,bumbu,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578111018.jpg
1167,nilaigizi,Kecap asin,nilaigizi,0,8,1.3,0.09,0.79,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,bumbu,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578111194.jpg
1168,nilaigizi,Kacang walnut,nilaigizi,0,654,15.23,65.21,13.71,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,kacang biji bean,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578114507.jpg
1169,nilaigizi,Pasta (matang),nilaigizi,0,158,5.8,0.93,30.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,daging unggas,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578286261.jpg
1170,nilaigizi,Flax seeds,nilaigizi,0,534,18.29,42.16,28.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578295486.jpg
1171,nilaigizi,Kuaci bunga matahari,nilaigizi,0,584,20.78,51.46,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,kacang biji bean,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578295546.png
1172,nilaigizi,Biji wijen,nilaigizi,0,573,17.73,49.67,23.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,kacang biji bean,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578295599.jpg
1173,nilaigizi,Granola (matang),nilaigizi,0,471,10.1,19.8,64.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,kacang biji bean,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578295938.jpg
1174,nilaigizi,Beetroot (mentah),nilaigizi,0,43,1.61,0.17,9.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,kacang biji bean,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578296560.jpg
1175,nilaigizi,Goji berry (kering),nilaigizi,0,349,14.26,0.39,77.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,buah,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578296641.jpg
1176,nilaigizi,Bubuk coklat,nilaigizi,0,228,19.6,13.7,57.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,gula sirup dan konfeksioneri,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578296703.jpg
1177,nilaigizi,Buah zaitun,nilaigizi,0,116,0.84,10.9,6.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,sayuran,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578296753.jpg
1178,nilaigizi,Quinoa,nilaigizi,0,120,4.4,1.92,21.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578296806.jpg
1179,nilaigizi,Bubuk kayu manis,nilaigizi,0,247,3.99,1.24,80.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,bumbu,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578296864.jpg
1180,nilaigizi,Prunes (kering),nilaigizi,0,240,2.18,0.38,63.88,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,nilaigizi,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578398895.jpg
1181,nilaigizi,Kismis kering),nilaigizi,0,299,3.3,0.25,79.32,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,buah,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578400258.jpg
1182,nilaigizi,Bluberry,nilaigizi,0,317,2.5,2.5,80,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,buah,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578403929.jpg
1183,nilaigizi,Apricot,nilaigizi,0,241,3.39,0.51,62.64,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,buah,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578404025.jpg
1184,nilaigizi,Cranberry,nilaigizi,0,308,0.17,1.09,82.8,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,buah,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578404166.jpg
1185,nilaigizi,Aqua,nilaigizi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,air,single,https://nilaigizi.com/assets/images/produk/produk_1578626060.jpg
1186,nilaigizi,Nestle air minum,nilaigizi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,air,single,https://nilaigizi.com/assets/images/produk/produk_1578626137.jpg
1187,nilaigizi,VIT,nilaigizi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,air,single,https://nilaigizi.com/assets/images/produk/produk_1578626221.jpg
1188,nilaigizi,Le mineral,nilaigizi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,air,single,https://nilaigizi.com/assets/images/produk/produk_1578626363.jpg
1189,nilaigizi,Club,nilaigizi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,air,single,https://nilaigizi.com/assets/images/produk/produk_1578626433.jpg
1190,nilaigizi,Ades,nilaigizi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,air,single,https://nilaigizi.com/assets/images/produk/produk_1578626533.jpg
1191,nilaigizi,Biji kopi,nilaigizi,0,399,12.4,15.4,62.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,kacang biji bean,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578627056.jpg
1192,nilaigizi,Espresso,nilaigizi,0,3,0.04,0.05,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,gula sirup dan konfeksioneri,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578627456.jpg
1193,nilaigizi,kopi seduh,nilaigizi,0,5,0.74,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,gula sirup dan konfeksioneri,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578661864.jpg
1194,nilaigizi,Frisian flag full cream,nilaigizi,0,140,7,7,13,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,susu,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578663201.jpg
1195,nilaigizi,Frisian flag coconut delight,nilaigizi,0,160,6,5,25,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,100,susu,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578663342.jpg
1196,nilaigizi,Frisian flag sweet delight,nilaigizi,0,150,6,6,20,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,100,susu,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578663449.jpg
1197,nilaigizi,Frisian flag french vanilla low fat,nilaigizi,0,110,7,2.5,16,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,100,susu,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578663546.jpg
1198,nilaigizi,Frisian flag belgian chocolate low fat,nilaigizi,0,150,7,2.5,25,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,susu,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578663668.jpg
1199,nilaigizi,Frisian flag california strawberry low fat,nilaigizi,0,150,7,2.5,24,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,100,susu,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578663828.jpg
1200,nilaigizi,Nuttela,nilaigizi,0,80,1,4.5,9,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,100,nilaigizi,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578664917.jpg
1201,nilaigizi,Jules drestrooper speculoos,nilaigizi,0,545,3,35,53,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,100,kacang biji bean,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578665019.jpg
1202,nilaigizi,Hershey's Spreads,nilaigizi,0,190,3,12,20,1,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,100,kacang biji bean,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578665294.jpg
1203,nilaigizi,Ovomaltine,nilaigizi,0,109,0.8,6.4,11.9,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,100,kacang biji bean,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578665408.jpg
1204,nilaigizi,Lotus Biscoff,nilaigizi,0,584,2.9,38.1,57,0.8,0,0,0,0,540,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578665510.jpg
1205,nilaigizi,Caotina,nilaigizi,0,114,1,7.4,10.4,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,100,gula sirup dan konfeksioneri,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578665592.jpg
1206,nilaigizi,Fitbar,nilaigizi,0,90,3,2.5,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578750054.jpg
1207,nilaigizi,.Heavenly Blush,nilaigizi,0,90,2,2.5,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578750168.jpg
1208,nilaigizi,Snickers,nilaigizi,0,175,3.5,8.75,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578750470.jpg
1209,nilaigizi,WRP truil bar,nilaigizi,0,80,1,3.5,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578750609.jpg
1210,nilaigizi,Soyjoy,nilaigizi,0,150,5,9,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578750716.jpg
1211,nilaigizi,Koko krunch,nilaigizi,0,110,2,1,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578751576.jpg
1212,nilaigizi,Honey Stars,nilaigizi,0,110,1,0.5,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578751722.jpg
1213,nilaigizi,MILO cereal,nilaigizi,0,110,2,1,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578751898.jpg
1214,nilaigizi,Corn flakes,nilaigizi,0,110,2,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578751992.jpg
1215,nilaigizi,Froot Loops,nilaigizi,0,120,2,0.5,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578752101.jpg
1216,nilaigizi,Coco pops,nilaigizi,0,120,2,0.5,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578752222.jpg
1217,nilaigizi,Biokul natural set yogurt,nilaigizi,0,70,5,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,susu,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578752596.jpg
1218,nilaigizi,Biokul plain yogurt,nilaigizi,0,90,5,0.5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,susu,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578752672.png
1219,nilaigizi,Biokul greek  yogurt,nilaigizi,0,160,6,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,susu,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578752747.jpg
1220,nilaigizi,Cimory yogurt set,nilaigizi,0,100,3,2.5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,susu,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578752865.jpg
1221,nilaigizi,Elle vire yogurt,nilaigizi,0,90,2.3,3.1,13,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,susu,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578753087.jpeg
1222,nilaigizi,Heavenly blush greek yogurt,nilaigizi,0,170,6,9,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,susu,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578753237.jpg
1223,nilaigizi,Milna beras merah,nilaigizi,0,210,6,5,36,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578836238.jpg
1224,nilaigizi,Milna pisang,nilaigizi,0,210,6,4.5,36,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578836683.jpg
1225,nilaigizi,Milna kacang hijau,nilaigizi,0,210,6,5,36,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578837559.jpg
1226,nilaigizi,Promina milky beras merah,nilaigizi,0,210,8,4.5,35,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578837761.jpg
1227,nilaigizi,Promina pisang susu,nilaigizi,0,210,8,4.5,35,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578837886.jpg
1228,nilaigizi,Promina smooth kacang hijau,nilaigizi,0,210,8,4.5,35,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578837992.jpg
1229,nilaigizi,Tim tam chocolate,nilaigizi,0,150,2,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578879215.jpg
1230,nilaigizi,Loacker chocolate,nilaigizi,0,511,7.7,26,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578879360.jpg
1231,nilaigizi,Nissin wafer,nilaigizi,0,140,2,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578879463.jpg
1232,nilaigizi,Walens choco soes,nilaigizi,0,140,2,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578879583.jpg
1233,nilaigizi,Tango chocolate,nilaigizi,0,100,1,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578879776.png
1234,nilaigizi,Selamat wafer,nilaigizi,0,160,2,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578879882.jpg
1235,nilaigizi,Chitato fresh potato,nilaigizi,0,110,1,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578922528.jpg
1236,nilaigizi,Cheetos jagung bakar,nilaigizi,0,50,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578922647.jpg
1237,nilaigizi,Lays krim dan bawang,nilaigizi,0,110,2,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578922746.jpg
1238,nilaigizi,WRP deli chips,nilaigizi,0,210,1,11,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578922873.jpg
1239,nilaigizi,Doritos barbeque,nilaigizi,0,100,2,4.5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1579088307.jpg
1240,nilaigizi,Es batu,nilaigizi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,air,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1579089073.jpg
1241,nilaigizi,Oreo,nilaigizi,0,140,1,6,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1579089497.jpg
1242,nilaigizi,Milo bubuk,nilaigizi,0,80,2,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,susu,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1579090113.jpg
1243,nilaigizi,Meises coklat,nilaigizi,0,120,0,4,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,gula sirup dan konfeksioneri,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1579090253.jpg
1244,nilaigizi,Susu greenfields skimmed milk,nilaigizi,0,80,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,susu,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1579090828.jpg
1245,nilaigizi,Susu greenfields low fat,nilaigizi,0,110,9,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,susu,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1579091472.jpg
1246,nilaigizi,Susu greenfields full cream,nilaigizi,0,160,8,9,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,susu,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1579091569.jpg
1247,nilaigizi,Frisian flag putih (kental manis),nilaigizi,0,140,1,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,susu,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1579092690.jpg
1248,nilaigizi,Frisian flag gold (kental manis),nilaigizi,0,130,3,3.5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,susu,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1579092800.jpg
1249,nilaigizi,Frisian flag cokelat (kental manis),nilaigizi,0,135,1,4.5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,susu,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1579092993.jpg
1250,nilaigizi,Nestle Carnation (kental manis),nilaigizi,0,100,1,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,susu,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1579093098.jpg
1251,nilaigizi,Indomilk (kental manis),nilaigizi,0,120,1,3.5,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,susu,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1579093206.jpg
1252,nilaigizi,Indofood cap enak (kental manis),nilaigizi,0,120,1,4,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,susu,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1579093285.jpg
1253,nilaigizi,Ayam brand tuna dalam air,nilaigizi,0,50,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,daging unggas,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1579096462.jpg
1254,nilaigizi,Ayam brand tuna dalam minyak,nilaigizi,0,70,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,daging unggas,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1579096537.jpg
1255,nilaigizi,Ayam brand chilli tuna,nilaigizi,0,100,8,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,daging unggas,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1579096648.jpg
1256,nilaigizi,Pocari sweat,nilaigizi,0,70,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,gula sirup dan konfeksioneri,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1579097248.jpg
1257,nilaigizi,Mizone,nilaigizi,0,45,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,gula sirup dan konfeksioneri,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1579097333.jpg
1258,nilaigizi,You C100 Orange water,nilaigizi,0,160,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,gula sirup dan konfeksioneri,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1579097425.jpg
1259,nilaigizi,Hydro coco,nilaigizi,0,60,0,0,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,gula sirup dan konfeksioneri,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1579097517.jpg
1260,nilaigizi,Coolant minuman,nilaigizi,0,100,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,gula sirup dan konfeksioneri,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1579097808.jpg
1261,nilaigizi,Nu Oceana,nilaigizi,0,60,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,gula sirup dan konfeksioneri,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1579097893.jpg
1262,nilaigizi,Milo cair (coklat),nilaigizi,0,120,3,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,susu,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1579101280.jpg
1263,nilaigizi,WRP on the go (cokelat),nilaigizi,0,150,7,3,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,susu,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1579101445.jpg
1264,nilaigizi,Diabetasol (vanilla malt),nilaigizi,0,170,8,4,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,susu,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1579101570.jpg
1265,nilaigizi,Anlene (cokelat),nilaigizi,0,135,7,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,susu,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1579101804.jpg
1266,nilaigizi,Saus Char siu (chinese BBQ),nilaigizi,0,60,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,bumbu,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1579264754.jpg
1267,nilaigizi,Saus Teriyaki,nilaigizi,0,15,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,bumbu,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1579264831.jpg
1268,nilaigizi,Saus Curry,nilaigizi,0,70,1,4.5,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,bumbu,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1579264920.jpg
1269,nilaigizi,Saus Black pepper,nilaigizi,0,25,0,0.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,bumbu,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1579265066.jpg
1270,nilaigizi,Saus Black bean,nilaigizi,0,15,0,0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,bumbu,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1579266838.jpg
1271,nilaigizi,Saus Hoisin,nilaigizi,0,100,1,0.5,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,bumbu,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1579266941.jpg
1272,nilaigizi,Nescafe black,nilaigizi,0,60,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,gula sirup dan konfeksioneri,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1579275230.jpg
1273,nilaigizi,Permen RELAXA,nilaigizi,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,gula sirup dan konfeksioneri,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1579408376.jpg
1274,nilaigizi,Ricola herb canndy,nilaigizi,0,60,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,gula sirup dan konfeksioneri,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1579408488.jpg
1275,nilaigizi,Permen Fisherman's friend original,nilaigizi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,gula sirup dan konfeksioneri,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1579410382.jpg
1276,nilaigizi,Dua kelinci kacang garing,nilaigizi,0,160,8,12,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,kacang biji bean,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1579433034.jpg
1277,nilaigizi,Dua kelinci sukro,nilaigizi,0,130,2,7,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,kacang biji bean,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1579433138.png
1278,nilaigizi,Dua kelinci kacang polong,nilaigizi,0,120,3,5,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,kacang biji bean,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1579433221.png
1279,nilaigizi,MR.P Garlic peanut,nilaigizi,0,240,6,17,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,kacang biji bean,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1579433950.jpg
1280,nilaigizi,MR.P Cashewnuts,nilaigizi,0,250,7,19,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,kacang biji bean,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1579434020.jpg
1281,nilaigizi,MR. P Honey Peanuts,nilaigizi,0,150,7,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,kacang biji bean,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1579434101.jpg
1282,nilaigizi,Saladstop Jai Ho,nilaigizi,0,324.9,22.3,14.3,28.3,7.1,0,0,0,0,355.3,0,0,0,0,0,0,0,0,0,0,100,sayuran,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1579434829.jpg
1283,nilaigizi,Saladstop bold bulgogi,nilaigizi,0,411.8,17.7,25.7,30.6,6,0,0,0,0,695.4,0,0,0,0,0,0,0,0,0,0,100,sayuran,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1579434926.jpg
1284,nilaigizi,Saladstop Sunshine jakarta,nilaigizi,0,556.6,45.2,26.6,50.7,15.1,0,0,0,0,988.8,0,0,0,0,0,0,0,0,0,0,100,sayuran,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1579435033.jpg
